MATCH_ID,SEASON,DATE_TIME,YEAR,HOME_TEAM,AWAY_TEAM,STADIUM,name,HOME_TEAM_SCORE,AWAY_TEAM_SCORE,Winner,PENALTY_SHOOT_OUT,ATTENDANCE,lat,lng,country,admin1,admin2,Result,HomeWin,total_games,home_wins,home_win_percentage
mt1,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Manchester City,RB Leipzig,Etihad Stadium,Manchester,6,3,Home,0,38062,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt2,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Club Brugge KV,Paris Saint-Germain,Jan Breydel Stadion,Brugge,1,1,Draw,0,27546,51.20892,3.22424,BE,VLG,VWV,Home loss,False,15,1,6.666666666666667
mt4,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,RB Leipzig,Club Brugge KV,Red Bull Arena,Leipzig,1,2,Away,0,23500,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
mt5,2021-2022,19-OCT-21 05.45.00.000000000 PM,2021,Club Brugge KV,Manchester City,Jan Breydel Stadion,Brugge,1,5,Away,0,24915,51.20892,3.22424,BE,VLG,VWV,Home loss,False,15,1,6.666666666666667
mt7,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,RB Leipzig,Paris Saint-Germain,Red Bull Arena,Leipzig,2,2,Draw,0,39794,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
mt8,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Manchester City,Club Brugge KV,Etihad Stadium,Manchester,4,1,Home,0,50228,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt9,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Manchester City,Paris Saint-Germain,Etihad Stadium,Manchester,2,1,Home,0,52030,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt10,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Club Brugge KV,RB Leipzig,Jan Breydel Stadion,Brugge,0,5,Away,0,24072,51.20892,3.22424,BE,VLG,VWV,Home loss,False,15,1,6.666666666666667
mt11,2021-2022,07-DEC-21 05.45.00.000000000 PM,2021,RB Leipzig,Manchester City,Red Bull Arena,Leipzig,2,1,Home,0,0,51.33962,12.37129,DE,13,00,Home win,True,23,11,47.82608695652174
mt13,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Atlético Madrid,FC Porto,Wanda Metropolitano,Madrid,0,0,Draw,0,40098,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt14,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Liverpool FC,AC Milan,Anfield,Liverpool,3,2,Home,0,51445,53.41058,-2.97794,GB,ENG,H8,Home win,True,26,17,65.38461538461539
mt15,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,FC Porto,Liverpool FC,Estádio do Dragão,Porto,1,5,Away,0,23520,42.16737,-6.89934,ES,55,ZA,Home loss,False,42,24,57.14285714285714
mt15,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,FC Porto,Liverpool FC,Estádio do Dragão,Porto,1,5,Away,0,23520,41.14961,-8.61099,PT,17,1312,Home loss,False,42,24,57.14285714285714
mt17,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,Atlético Madrid,Liverpool FC,Wanda Metropolitano,Madrid,2,3,Away,0,60725,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt18,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,FC Porto,AC Milan,Estádio do Dragão,Porto,1,0,Home,0,32130,42.16737,-6.89934,ES,55,ZA,Home win,True,42,24,57.14285714285714
mt18,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,FC Porto,AC Milan,Estádio do Dragão,Porto,1,0,Home,0,32130,41.14961,-8.61099,PT,17,1312,Home win,True,42,24,57.14285714285714
mt20,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Liverpool FC,Atlético Madrid,Anfield,Liverpool,2,0,Home,0,51347,53.41058,-2.97794,GB,ENG,H8,Home win,True,26,17,65.38461538461539
mt21,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Liverpool FC,FC Porto,Anfield,Liverpool,2,0,Home,0,52209,53.41058,-2.97794,GB,ENG,H8,Home win,True,26,17,65.38461538461539
mt22,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Atlético Madrid,AC Milan,Wanda Metropolitano,Madrid,0,1,Away,0,61019,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt23,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,FC Porto,Atlético Madrid,Estádio do Dragão,Porto,1,3,Away,0,38830,42.16737,-6.89934,ES,55,ZA,Home loss,False,42,24,57.14285714285714
mt23,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,FC Porto,Atlético Madrid,Estádio do Dragão,Porto,1,3,Away,0,38830,41.14961,-8.61099,PT,17,1312,Home loss,False,42,24,57.14285714285714
mt26,2021-2022,15-SEP-21 08.00.00.000000000 PM,2021,Sporting CP,AFC Ajax,Estádio José Alvalade,Lisbon,1,5,Away,0,20382,38.71667,-9.13333,PT,14,1106,Home loss,False,35,12,34.285714285714285
mt27,2021-2022,28-SEP-21 05.45.00.000000000 PM,2021,AFC Ajax,Beşiktaş,Johan Cruijff ArenA,Amsterdam,2,0,Home,0,52628,52.37403,4.88969,NL,07,0363,Home win,True,16,7,43.75
mt28,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Sporting CP,Signal Iduna Park,Dortmund,1,0,Home,0,25000,51.51494,7.466,DE,07,059,Home win,True,24,12,50.0
mt30,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,AFC Ajax,Borussia Dortmund,Johan Cruijff ArenA,Amsterdam,4,0,Home,0,54029,52.37403,4.88969,NL,07,0363,Home win,True,16,7,43.75
mt31,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Borussia Dortmund,AFC Ajax,Signal Iduna Park,Dortmund,1,3,Away,0,54820,51.51494,7.466,DE,07,059,Home loss,False,24,12,50.0
mt32,2021-2022,03-NOV-21 08.00.00.000000000 PM,2021,Sporting CP,Beşiktaş,Estádio José Alvalade,Lisbon,4,0,Home,0,40835,38.71667,-9.13333,PT,14,1106,Home win,True,35,12,34.285714285714285
mt34,2021-2022,24-NOV-21 08.00.00.000000000 PM,2021,Sporting CP,Borussia Dortmund,Estádio José Alvalade,Lisbon,3,1,Home,0,41341,38.71667,-9.13333,PT,14,1106,Home win,True,35,12,34.285714285714285
mt35,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,AFC Ajax,Sporting CP,Johan Cruijff ArenA,Amsterdam,4,2,Home,0,0,52.37403,4.88969,NL,07,0363,Home win,True,16,7,43.75
mt36,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Borussia Dortmund,Beşiktaş,Signal Iduna Park,Dortmund,5,0,Home,0,15000,51.51494,7.466,DE,07,059,Home win,True,24,12,50.0
mt39,2021-2022,28-SEP-21 05.45.00.000000000 PM,2021,Shakhtar Donetsk,Inter,Olimpiyskyi,Kyiv,0,0,Draw,0,26170,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt40,2021-2022,28-SEP-21 08.00.00.000000000 PM,2021,Real Madrid,FC Sheriff,Santiago Bernabéu,Madrid,1,2,Away,0,24522,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt41,2021-2022,19-OCT-21 08.00.00.000000000 PM,2021,Shakhtar Donetsk,Real Madrid,Olimpiyskyi,Kyiv,0,5,Away,0,34037,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt43,2021-2022,03-NOV-21 05.45.00.000000000 PM,2021,Real Madrid,Shakhtar Donetsk,Santiago Bernabéu,Madrid,2,1,Home,0,38105,40.4165,-3.70256,ES,29,M,Home win,True,58,33,56.896551724137936
mt47,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Real Madrid,Inter,Santiago Bernabéu,Madrid,2,0,Home,0,46887,40.4165,-3.70256,ES,29,M,Home win,True,58,33,56.896551724137936
mt48,2021-2022,07-DEC-21 08.00.00.000000000 PM,2021,Shakhtar Donetsk,FC Sheriff,Olimpiyskyi,Kyiv,1,1,Draw,0,6841,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt49,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,FC Barcelona,Bayern München,Spotify Camp Nou,Barcelona,0,3,Away,0,39737,41.38879,2.15899,ES,56,B,Home loss,False,27,20,74.07407407407408
mt50,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Dinamo Kyiv,SL Benfica,Olimpiyskyi,Kyiv,0,0,Draw,0,21657,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt51,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,SL Benfica,FC Barcelona,Estádio da Luz,Lisbon,3,0,Home,0,29454,38.71667,-9.13333,PT,14,1106,Home win,True,35,12,34.285714285714285
mt52,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,Bayern München,Dinamo Kyiv,Allianz Arena,Munich,5,0,Home,0,25000,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt53,2021-2022,20-OCT-21 05.45.00.000000000 PM,2021,FC Barcelona,Dinamo Kyiv,Spotify Camp Nou,Barcelona,1,0,Home,0,45968,41.38879,2.15899,ES,56,B,Home win,True,27,20,74.07407407407408
mt54,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,SL Benfica,Bayern München,Estádio da Luz,Lisbon,0,4,Away,0,50000,38.71667,-9.13333,PT,14,1106,Home loss,False,35,12,34.285714285714285
mt55,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Bayern München,SL Benfica,Allianz Arena,Munich,5,2,Home,0,50000,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt56,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Dinamo Kyiv,FC Barcelona,Olimpiyskyi,Kyiv,0,1,Away,0,31378,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt57,2021-2022,23-NOV-21 05.45.00.000000000 PM,2021,Dinamo Kyiv,Bayern München,Olimpiyskyi,Kyiv,1,2,Away,0,28732,50.45466,30.5238,UA,12,,Home loss,False,17,4,23.52941176470588
mt58,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,FC Barcelona,SL Benfica,Spotify Camp Nou,Barcelona,0,0,Draw,0,49572,41.38879,2.15899,ES,56,B,Home loss,False,27,20,74.07407407407408
mt59,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,Bayern München,FC Barcelona,Allianz Arena,Munich,3,0,Home,0,0,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt60,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,SL Benfica,Dinamo Kyiv,Estádio da Luz,Lisbon,2,0,Home,0,37000,38.71667,-9.13333,PT,14,1106,Home win,True,35,12,34.285714285714285
mt61,2021-2022,14-SEP-21 05.45.00.000000000 PM,2021,BSC Young Boys,Manchester United,Stadion Wankdorf,Bern,2,1,Home,0,31120,46.94809,7.44744,CH,BE,246,Home win,True,6,2,33.33333333333333
mt64,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,Manchester United,Villarreal CF,Old Trafford,Manchester,2,1,Home,0,73130,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt65,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Manchester United,Atalanta,Old Trafford,Manchester,3,2,Home,0,72279,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt66,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,BSC Young Boys,Villarreal CF,Stadion Wankdorf,Bern,1,4,Away,0,27398,46.94809,7.44744,CH,BE,246,Home loss,False,6,2,33.33333333333333
mt70,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,BSC Young Boys,Atalanta,Stadion Wankdorf,Bern,3,3,Draw,0,31120,46.94809,7.44744,CH,BE,246,Home loss,False,6,2,33.33333333333333
mt71,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,Manchester United,BSC Young Boys,Old Trafford,Manchester,1,1,Draw,0,73156,53.48095,-2.23743,GB,ENG,I2,Home loss,False,45,31,68.88888888888889
mt73,2021-2022,14-SEP-21 05.45.00.000000000 PM,2021,Sevilla FC,RB Salzburg,Ramón Sánchez Pizjuán,Sevilla,1,1,Draw,0,18373,37.38283,-5.97317,ES,51,SE,Home loss,False,18,8,44.44444444444444
mt75,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,RB Salzburg,Lille OSC,Red Bull Arena,Leipzig,2,1,Home,0,24207,51.33962,12.37129,DE,13,00,Home win,True,23,11,47.82608695652174
mt76,2021-2022,29-SEP-21 08.00.00.000000000 PM,2021,VfL Wolfsburg,Sevilla FC,Volkswagen Arena,Wolfsburg,1,1,Draw,0,11733,52.42452,10.7815,DE,06,00,Home loss,False,3,1,33.33333333333333
mt77,2021-2022,20-OCT-21 05.45.00.000000000 PM,2021,RB Salzburg,VfL Wolfsburg,Red Bull Arena,Leipzig,3,1,Home,0,27500,51.33962,12.37129,DE,13,00,Home win,True,23,11,47.82608695652174
mt79,2021-2022,02-NOV-21 05.45.00.000000000 PM,2021,VfL Wolfsburg,RB Salzburg,Volkswagen Arena,Wolfsburg,2,1,Home,0,16112,52.42452,10.7815,DE,06,00,Home win,True,3,1,33.33333333333333
mt80,2021-2022,02-NOV-21 08.00.00.000000000 PM,2021,Sevilla FC,Lille OSC,Ramón Sánchez Pizjuán,Sevilla,1,2,Away,0,29369,37.38283,-5.97317,ES,51,SE,Home loss,False,18,8,44.44444444444444
mt82,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Sevilla FC,VfL Wolfsburg,Ramón Sánchez Pizjuán,Sevilla,2,0,Home,0,28663,37.38283,-5.97317,ES,51,SE,Home win,True,18,8,44.44444444444444
mt83,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,RB Salzburg,Sevilla FC,Red Bull Arena,Leipzig,1,0,Home,0,0,51.33962,12.37129,DE,13,00,Home win,True,23,11,47.82608695652174
mt84,2021-2022,08-DEC-21 08.00.00.000000000 PM,2021,VfL Wolfsburg,Lille OSC,Volkswagen Arena,Wolfsburg,1,3,Away,0,6544,52.42452,10.7815,DE,06,00,Home loss,False,3,1,33.33333333333333
mt85,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Chelsea FC,Zenit St. Petersburg,Stamford Bridge,London,1,0,Home,0,39252,51.50853,-0.12574,GB,ENG,GLA,Home win,True,39,21,53.84615384615385
mt86,2021-2022,14-SEP-21 08.00.00.000000000 PM,2021,Malmö FF,Juventus,Nya Malmö Stadion,Malmö,0,3,Away,0,5832,55.60587,13.00073,SE,27,1280,Home loss,False,3,0,0.0
mt90,2021-2022,20-OCT-21 08.00.00.000000000 PM,2021,Chelsea FC,Malmö FF,Stamford Bridge,London,4,0,Home,0,39095,51.50853,-0.12574,GB,ENG,GLA,Home win,True,39,21,53.84615384615385
mt91,2021-2022,02-NOV-21 05.45.00.000000000 PM,2021,Malmö FF,Chelsea FC,Nya Malmö Stadion,Malmö,0,1,Away,0,19551,55.60587,13.00073,SE,27,1280,Home loss,False,3,0,0.0
mt93,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Chelsea FC,Juventus,Stamford Bridge,London,4,0,Home,0,39513,51.50853,-0.12574,GB,ENG,GLA,Home win,True,39,21,53.84615384615385
mt94,2021-2022,23-NOV-21 08.00.00.000000000 PM,2021,Malmö FF,Zenit St. Petersburg,Nya Malmö Stadion,Malmö,1,1,Draw,0,19551,55.60587,13.00073,SE,27,1280,Home loss,False,3,0,0.0
mt97,2021-2022,15-FEB-22 08.00.00.000000000 PM,2022,Sporting CP,Manchester City,Estádio José Alvalade,Lisbon,0,5,Away,0,48129,38.71667,-9.13333,PT,14,1106,Home loss,False,35,12,34.285714285714285
mt99,2021-2022,16-FEB-22 08.00.00.000000000 PM,2022,RB Salzburg,Bayern München,Red Bull Arena,Leipzig,1,1,Draw,0,29520,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
mt101,2021-2022,22-FEB-22 08.00.00.000000000 PM,2022,Chelsea FC,Lille OSC,Stamford Bridge,London,2,0,Home,0,38832,51.50853,-0.12574,GB,ENG,GLA,Home win,True,39,21,53.84615384615385
mt103,2021-2022,23-FEB-22 08.00.00.000000000 PM,2022,SL Benfica,AFC Ajax,Estádio da Luz,Lisbon,2,2,Draw,0,54760,38.71667,-9.13333,PT,14,1106,Home loss,False,35,12,34.285714285714285
mt104,2021-2022,23-FEB-22 08.00.00.000000000 PM,2022,Atlético Madrid,Manchester United,Wanda Metropolitano,Madrid,1,1,Draw,0,63273,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt105,2021-2022,08-MAR-22 08.00.00.000000000 PM,2022,Bayern München,RB Salzburg,Allianz Arena,Munich,7,1,Home,0,25000,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt106,2021-2022,08-MAR-22 08.00.00.000000000 PM,2022,Liverpool FC,Inter,Anfield,Liverpool,0,1,Away,0,51747,53.41058,-2.97794,GB,ENG,H8,Home loss,False,26,17,65.38461538461539
mt107,2021-2022,09-MAR-22 08.00.00.000000000 PM,2022,Manchester City,Sporting CP,Etihad Stadium,Manchester,0,0,Draw,0,51213,53.48095,-2.23743,GB,ENG,I2,Home loss,False,45,31,68.88888888888889
mt108,2021-2022,09-MAR-22 08.00.00.000000000 PM,2022,Real Madrid,Paris Saint-Germain,Santiago Bernabéu,Madrid,3,1,Home,0,59895,40.4165,-3.70256,ES,29,M,Home win,True,58,33,56.896551724137936
mt109,2021-2022,15-MAR-22 08.00.00.000000000 PM,2022,AFC Ajax,SL Benfica,Johan Cruijff ArenA,Amsterdam,0,1,Away,0,54066,52.37403,4.88969,NL,07,0363,Home loss,False,16,7,43.75
mt110,2021-2022,15-MAR-22 08.00.00.000000000 PM,2022,Manchester United,Atlético Madrid,Old Trafford,Manchester,0,1,Away,0,73008,53.48095,-2.23743,GB,ENG,I2,Home loss,False,45,31,68.88888888888889
mt113,2021-2022,05-APR-22 08.00.00.000000000 PM,2022,Manchester City,Atlético Madrid,Etihad Stadium,Manchester,1,0,Home,0,52018,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt114,2021-2022,05-APR-22 08.00.00.000000000 PM,2022,SL Benfica,Liverpool FC,Estádio da Luz,Lisbon,1,3,Away,0,59633,38.71667,-9.13333,PT,14,1106,Home loss,False,35,12,34.285714285714285
mt115,2021-2022,06-APR-22 08.00.00.000000000 PM,2022,Chelsea FC,Real Madrid,Stamford Bridge,London,1,3,Away,0,38689,51.50853,-0.12574,GB,ENG,GLA,Home loss,False,39,21,53.84615384615385
mt117,2021-2022,12-APR-22 08.00.00.000000000 PM,2022,Real Madrid,Chelsea FC,Santiago Bernabéu,Madrid,2,3,Away,0,59839,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt118,2021-2022,12-APR-22 08.00.00.000000000 PM,2022,Bayern München,Villarreal CF,Allianz Arena,Munich,1,1,Draw,0,70000,48.13743,11.57549,DE,02,091,Home loss,False,29,22,75.86206896551724
mt119,2021-2022,13-APR-22 08.00.00.000000000 PM,2022,Atlético Madrid,Manchester City,Wanda Metropolitano,Madrid,0,0,Draw,0,65675,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt120,2021-2022,13-APR-22 08.00.00.000000000 PM,2022,Liverpool FC,SL Benfica,Anfield,Liverpool,3,3,Draw,0,51373,53.41058,-2.97794,GB,ENG,H8,Home loss,False,26,17,65.38461538461539
mt121,2021-2022,26-APR-22 08.00.00.000000000 PM,2022,Manchester City,Real Madrid,Etihad Stadium,Manchester,4,3,Home,0,55097,53.48095,-2.23743,GB,ENG,I2,Home win,True,45,31,68.88888888888889
mt122,2021-2022,27-APR-22 08.00.00.000000000 PM,2022,Liverpool FC,Villarreal CF,Anfield,Liverpool,2,0,Home,0,51586,53.41058,-2.97794,GB,ENG,H8,Home win,True,26,17,65.38461538461539
mt124,2021-2022,04-MAY-22 08.00.00.000000000 PM,2022,Real Madrid,Manchester City,Santiago Bernabéu,Madrid,3,1,Home,0,61416,40.4165,-3.70256,ES,29,M,Home win,True,58,33,56.896551724137936
mt126,2020-2021,21-OCT-20 05.55.00.000000000 PM,2020,RB Salzburg,Lokomotiv Moskva,Red Bull Arena,Leipzig,2,2,Draw,0,3000,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
mt127,2020-2021,21-OCT-20 08.00.00.000000000 PM,2020,Bayern München,Atlético Madrid,Allianz Arena,Munich,4,0,Home,0,0,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt129,2020-2021,27-OCT-20 08.00.00.000000000 PM,2020,Atlético Madrid,RB Salzburg,Wanda Metropolitano,Madrid,3,2,Home,0,0,40.4165,-3.70256,ES,29,M,Home win,True,58,33,56.896551724137936
mt131,2020-2021,03-NOV-20 08.00.00.000000000 PM,2020,RB Salzburg,Bayern München,Red Bull Arena,Leipzig,2,6,Away,0,0,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
mt132,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Atlético Madrid,Lokomotiv Moskva,Wanda Metropolitano,Madrid,0,0,Draw,0,0,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt133,2020-2021,25-NOV-20 08.00.00.000000000 PM,2020,Bayern München,RB Salzburg,Allianz Arena,Munich,3,1,Home,0,0,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt135,2020-2021,01-DEC-20 08.00.00.000000000 PM,2020,Atlético Madrid,Bayern München,Wanda Metropolitano,Madrid,1,1,Draw,0,0,40.4165,-3.70256,ES,29,M,Home loss,False,58,33,56.896551724137936
mt136,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,Bayern München,Lokomotiv Moskva,Allianz Arena,Munich,2,0,Home,0,0,48.13743,11.57549,DE,02,091,Home win,True,29,22,75.86206896551724
mt137,2020-2021,09-DEC-20 08.00.00.000000000 PM,2020,RB Salzburg,Atlético Madrid,Red Bull Arena,Leipzig,0,2,Away,0,0,51.33962,12.37129,DE,13,00,Home loss,False,23,11,47.82608695652174
